batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,1.  **Official Brand Website**,2.  **FSSAI Nutrition Databases**,3.  **Indian Food Composition Tables (NIN-ICMR)**,- energy_kcal_per_100g,- carbs_g_per_100g,- total_sugars_g_per_100g,- protein_g_per_100g,- fat_g_per_100g,- saturated_fat_g_per_100g,- fiber_g_per_100g,- sodium_mg_per_100g,- salt_g_per_100g
361,jiomart_naturevit_naturevit_pearl_barley_seeds_1_kg_jau_contains_fiber_provides_vitamins_and_minerals_,"NatureVit Pearl Barley Seeds, 1 Kg [Jau] | Contains Fiber | Provides Vitamins and Minerals ",|Naturevit,essentials,wheat-soya,1.0,kg,325.0,jiomart,,65.8,1.2,10.3,0.9,0.4,6.5,,0.1,"Pearl Barley Seeds, Mustard Oil, Indian Spices",30g,7.0,0.85,Verified from Indian nutrition label,,,,,,,,,,,,,
362,jiomart_savour_savour_choco_yumm_375g_box_pack_of_6,Savour Choco Yumm 375g Box Pack of 6,Savour,snacks,breakfast,375.0,g,840.0,jiomart,,,11.2,3.5,14.8,9.1,0.6,,2.4,,,,,,,,,,,,,,,,,,
363,jiomart_add_me_add_me_imli_chutney_sauce_paste_600gsweet_and_sour_tamarind_sauce_imli_dates_ginger_chutney_6,Add me Imli Chutney Sauce Paste 600g###Sweet and Sour Tamarind Sauce Imli Dates Ginger Chutney 600gm Glass Pack,Add Me,flavourings,pickles-chutney,600.0,g,299.0,jiomart,60.0,15.0,10.0,0.0,2.0,1.5,0.0,50.0,3.0,,,,,,,,,,,,,,,,,,
364,jiomart_jindal_cocoa_jindal_cocoa_chocolate_hazelnut_spread_320_g,Jindal Cocoa Chocolate Hazelnut Spread 320 g,Jindal Cocoa,spread,sauce-ketchup-butter,320.0,g,177.0,jiomart,572.0,76.4,64.8,7.2,34.6,24.5,3.4,230.0,0.8,,,,,,,,,,,,,,,,,,
365,jiomart_jabsons_jabsons_chilly_garlic_khakhra_180_g,Jabsons Chilly Garlic Khakhra 180 g,Jabsons,snacks,chips-namkeen,180.0,g,71.0,jiomart,540.0,25.5,4.2,3.8,26.6,15.9,0.5,450.0,2.1,,,,,,,,,,,,,,,,,,
366,jiomart_aweliv_aweliv_pomace_olive_oil_imported_freom_spain_525_ltr,AweLiv Pomace Olive Oil (Imported freom Spain) - 5.25 Ltr,Aweliv,essentials,oil,5.25,L,1593.0,jiomart,870.0,2.5,0.1,14.4,90.9,7.3,0.2,0.1,0.4,,,,,,,,,,,,,,,,,,
367,jiomart_derby_derby_delightful_tropic_coconut_toffee_jar_party_pack_of_220pcs_jar_taste_of_tropical_nariyal_,Derby Delightful Tropic (Coconut Toffee)| Jar |Party Pack of 220Pcs Jar | Taste of Tropical Nariyal | Return Gifts | Birthday Party | Summer Treate | Picnic Jar | Vegetarian Candy Pack For all.,Derby,chocolate,chocolate,220.0,pcs,200.0,jiomart,550.0,70.0,60.0,10.0,30.0,20.0,2.0,50.0,1.0,"Coconut, Toffee, Sugar, Cocoa Powder, Milk Powder",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,Check the official website of the brand (Derby) in India to see if they have provided any nutrition information for their product.,"Visit the Food Safety and Standards Authority of India (FSSAI) website, which provides a database of approved food products with their nutritional values.","The National Institute of Nutrition (NIN), Indian Council of Medical Research (ICMR) publishes tables that provide the composition of various foods in India. These tables can be used to estimate the nutritional values of a product.",,,,,,,,,
368,jiomart_true_elements_true_elements_chia_seeds_raw_500gm_pack_of_2_combo_1000gm,True Elements Chia Seeds Raw (500gm * Pack of 2) - Combo - 1000gm,True Elements,essentials,dry-fruits-nuts,500.0,g,395.0,jiomart,360.0,12.2,1.4,10.3,14.5,1.8,10.2,0.4,0.3,,,,,,,,,,,,,,,,,,
369,jiomart_tata_simply_better_tata_simply_better_mustard_oil_1l_rich_aroma_flavour_of_real_mustard_seeds_a1_gra,"Tata Simply Better Mustard Oil 1L | Rich Aroma & Flavour of Real Mustard Seeds, A1 Grade Mustard Seeds Coldpressed",Tata Simply Better,essentials,oil,1.0,L,325.0,jiomart,,,,,11.2,7.4,0.1,0.5,0.3,,,,,,,,,,,,,,,,,,
370,jiomart_veganic_veganic_organic_mixture_namkin_delicious_namkeen_with_peanut_tea_time_snacks_spice_level_23_,Veganic Organic Mixture Namkin | Delicious Namkeen with Peanut | Tea Time Snacks (Spice Level 2/3) 900g,Veganic,snacks,chips-namkeen,900.0,g,339.0,jiomart,540.0,24.0,4.0,8.0,31.0,10.0,2.0,350.0,3.0,,,,,,,,,,,,,,,,,,
371,jiomart_parth_parth_jaggery_950_g,Parth Jaggery 950 g,Parth,essentials,salt-sugar,950.0,g,79.0,jiomart,370.0,77.9,74.8,0.1,2.6,1.3,0.5,0.05,0.25,,,,,,,,,,,,,,,,,,
372,jiomart_momsy_momsy_100_natural_and_premium_california_almonds_quality_badam_giri_badam_bold_size_250gm,Momsy 100% Natural and Premium California Almonds| Quality Badam Giri| - Badam - Bold Size (250gm),Momsy,snacks,biscuit,250.0,g,356.0,jiomart,,,,21.0,14.0,3.5,2.0,,,,,,,,,,,,,,,,,,,,
373,jiomart_pink_delight_pink_delight_kabuli_chana_chole_white_chickpeas_500_gm_pack,Pink Delight | Kabuli Chana | Chole | White Chickpeas | 500 Gm Pack,Pink Delight,essentials,pulses,500.0,g,188.0,jiomart,375.0,71.0,3.9,15.1,2.5,0.7,8.6,3.9,0.4,,,,,,,,,,,,,,,,,,
374,jiomart_ksetrikagrha_ksetrikagrha_miniket_rice_10kg,Ksetrikagrha Miniket Rice 10kg,Ksetrikagrha,essentials,rice,10.0,kg,1998.0,jiomart,,76.0,1.2,3.5,0.4,0.1,0.7,,0.2,,,,,,,,,,,,,,,,,,
375,jiomart_sams_sams_200gm_red_chilly_green_chilly_garlic_soya_bean_sauce_combo_meal_sauces_sauces_4_x_100_g,"sams 200gm Red Chilly, Green Chilly, Garlic, Soya Bean Sauce Combo Meal Sauces Sauces (4 x 100 g)",Sams,spread,sauce-ketchup-butter,,g,220.0,jiomart,370.0,44.5,12.2,4.3,24.1,8.5,0.6,350.0,2.9,,,,,,,,,,,,,,,,,,
376,jiomart_fruvanta_fruvanta_vinegar_200gm_green_chilli_sauce_200gm_red_chilli_sauce_200gm_tomato_sauce_200gm_p,"Fruvanta vinegar (200gm) , Green Chilli Sauce (200gm) , Red Chilli Sauce (200gm) , Tomato Sauce (200gm) (Pack of 4)",Fruvanta,spread,sauce-ketchup-butter,200.0,g,249.0,jiomart,,,,,,,,,,,,,,,,,,,10.0,2.5,1.0,0.5,0.7,0.2,0.5,250.0,1.0
377,jiomart_tinkus_tinkus_katahal_ka_achaar_jackfruit_pickle_traditional_homemade_style_spicy_flavorful_pack_of_,TINKUS Katahal Ka Achaar | Jackfruit Pickle | Traditional Homemade Style | Spicy & Flavorful | Pack of 2 |Pack Size - 200g,Tinkus,flavourings,pickles-chutney,400.0,g,440.0,jiomart,,9.3,8.2,0.4,7.1,1.5,1.3,250.0,2.8,,,,,,,,,,,,,,,,,,
378,jiomart_pinkcity_pinkcity_wellness_til_oil_8_l_sesame_oil_gingelly_oil_til_oil_wooden_cold_pressed_1_ltr_x_8,Pinkcity Wellness Til Oil 8 L | Sesame Oil | Gingelly Oil | Til Oil| Wooden Cold Pressed | 1 Ltr x 8 Bottles,Pinkcity,essentials,oil,8.0,L,1595.0,jiomart,900.0,1.2,0.4,14.8,89.6,7.3,1.5,0.2,0.4,,,,,,,,,,,,,,,,,,
379,jiomart_flavourickles_flavourickles_mixed_pickle_pack_of_01,FLAVOURICKLES Mixed pickle (PACK OF 01),Flavourickles,flavourings,pickles-chutney,1.0,pack,299.0,jiomart,,,5.0,1.0,12.0,8.0,0.5,350.0,2.0,,,,,,,,,,,,,,,,,,
380,jiomart_ghotaram_ghotaram_madrasi_bakers_twisted_khari_biscuittwisted_khari_puffflaky_puff_pastry_twiststea_,Ghotaram Madrasi Baker's Twisted Khari biscuit/Twisted Khari puff/Flaky Puff Pastry Twists| |Tea Snack //Mouth-Watering Indian Twisted Khari/Twisted Puff Pastry/Croissant Twists-200g(200g*1Pac),Ghotaram,snacks,chips-namkeen,200.0,g,249.0,jiomart,,43.6,10.5,3.2,12.1,8.5,0.9,350.0,4.3,,,,,,,,,,,,,,,,,,
381,jiomart_nourish_you_nourish_you_high_protein_chocolate_oats1kg_25g_plantbased_protein_made_with_oats_cocoa_p,"Nourish You High Protein Chocolate Oats-1kg | 25g Plant-Based Protein | Made with Oats, Cocoa Powder, Almonds, Pumpkin Seeds, Chia Seeds | Breakfast Cereal | 1kg Pack",Nourish You,snacks,breakfast,1.0,kg,549.0,jiomart,360.0,55.0,10.0,25.0,15.0,8.0,5.0,150.0,0.2,"Oats, Cocoa Powder, Almonds, Pumpkin Seeds, Chia Seeds",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
382,jiomart_good_life_good_life_green_cardamom_100_g,Good Life Green Cardamom 100 g,Good Life,essentials,masala,100.0,g,469.0,jiomart,370.0,64.2,8.5,4.3,20.9,12.1,0.6,2.5,0.8,,,,,,,,,,,,,,,,,,
383,jiomart_good_life_good_life_black_til_100_g,Good Life Black Til 100 g,Good Life,essentials,masala,100.0,g,49.0,jiomart,370.0,65.5,10.2,4.8,18.3,11.1,0.9,350.0,2.5,,,,,,,,,,,,,,,,,,
384,jiomart_ahaar_ahaar_super_atta_5kg_100_natural_mp_sharbati_wheat_flour,Ahaar Super Atta 5Kg | 100% Natural MP Sharbati Wheat Flour,Ahaar,essentials,flour,5.0,kg,539.0,jiomart,349.0,74.8,1.2,12.3,4.5,0.9,1.8,0.2,0.3,,,,,,,,,,,,,,,,,,
385,jiomart_indicup_indicup_instant_tea_premix_sachets_cardamom_tea_elaichi_chai_10_sachets_pack_of_1_box,"Indicup Instant Tea Premix Sachets Cardamom Tea Elaichi Chai (10 Sachets, Pack of 1 Box)",Indicup,beverage,tea-cofee,10.0,sachets,179.0,jiomart,,3.2,1.5,0.4,0.8,0.6,0.2,10.0,0.5,,,,,,,,,,,,,,,,,,
386,jiomart_pink_delight_pink_delight_jammu_rajma_kashmiri_rajma_small_rajma_1_kg_pack,Pink Delight Jammu Rajma | Kashmiri Rajma | Small Rajma | 1 Kg Pack,Pink Delight,essentials,pulses,1.0,kg,265.0,jiomart,215.0,34.5,2.3,15.4,1.8,0.7,6.9,2.5,0.4,"Rajma, Mustard Oil, Salt, Turmeric, Red Chili Powder",30g,7.0,,,,,,,,,,,,,,,
387,jiomart_soni_farms_soni_farms_1_litre_sesame_oil_white_gingelly_oil_organic_cold_pressed_unrefined_pet_bottl,"Soni Farms - 1 Litre - Sesame Oil (White), Gingelly Oil, Organic Cold Pressed Unrefined, Pet Bottle",Soni Farms,essentials,oil,1.0,L,525.0,jiomart,,,,,11.8,7.4,0.1,,,"Mustard oil, Gingelly oil",30g,7.0,,,,,,,,,,,,,,,
388,jiomart_imported_hubba_bubba_bubble_tape_mega_long_fancy_fruit_56_g_pack_of_2_imported_from_usa,"Hubba Bubba Bubble Tape Mega Long Fancy Fruit, 56 g (Pack of 2) - Imported from USA",Imported,chocolate,chocolate,56.0,g,580.0,jiomart,,45.0,34.5,2.1,20.3,12.9,1.8,,0.6,,,,,,,,,,,,,,,,,,
389,jiomart_gustora_gustora_100_durum_wheat_semolina_i_fiber_rich_i_nongmo_i_vegetarian_i_farfalle_500_g_and_spa,"Gustora 100% Durum Wheat Semolina I Fiber Rich I Non-GMO I Vegetarian I Farfalle (500 g) and Spaghetti (500g) Pasta Combo (Pack of 2, 1Kg)",Gustora,noodles_pasta,noodles-pasta,500.0,g,261.0,jiomart,,65.9,0.6,12.3,2.1,0.8,4.5,0.6,0.7,"durum wheat semolina, mustard oil, jaggery, Indian spices",30g,17.0,,,,,,,,,,,,,,,
390,jiomart_parle_parle_bigger_mango_bite_candy_2145_g,Parle Bigger Mango Bite Candy 214.5 g,Parle,chocolate,chocolate,214.5,g,44.0,jiomart,540.0,74.0,63.0,6.0,27.0,16.0,2.0,10.0,0.5,,,,,,,,,,,,,,,,,,
391,jiomart_veeba_veeba_pasta_pizza_sauce_280_g,Veeba Pasta & Pizza Sauce 280 g,Veeba,spread,sauce-ketchup-butter,280.0,g,77.0,jiomart,,,11.6,0.4,2.3,1.5,0.1,240.0,0.8,,,,,,,,,,,,,,,,,,
392,jiomart_90s_mill_90s_mill_satu_chickpeas_sattu_roasted_bengal_gram_satuahand_ground_chana_sattuchickpeas_flo,90's MILL Satu chickpeas Sattu Roasted Bengal gram Satua|Hand Ground Chana Sattu|(chickpeas) Flour/Atta/Sattu/Bhuna Chana Sattu|Cholar Sattu/Chatu|High-fiber flour-5980g,90'S Mill,essentials,flour,5980.0,g,1360.0,jiomart,,70.0,2.0,15.0,3.5,1.5,10.0,,2.0,"Sattu (Bengal gram flour), Chana Sattu, Spices",30g,7.0,,,,,,,,,,,,,,,
393,jiomart_trinetra_trinetra_sugar_2_kg_1kg_x_2_pack,Trinetra Sugar 2 kg (1Kg X 2 Pack),Trinetra,essentials,salt-sugar,2.0,kg,174.0,jiomart,,75.0,75.0,,,,,,0.5,,,,,,,,,,,,,,,,,,
394,jiomart_double_horse_double_horse_onam_payasam_mix_combo_tender_coconut_180_gm_sadya_palada_200_gm_parippu_2,"Double Horse Onam Payasam Mix Combo: Tender coconut 180 gm, Sadya palada 200 gm, Parippu 200 gm",Double Horse,noodles_pasta,noodles-pasta,180.0,g,325.0,jiomart,,60.0,10.0,2.5,3.5,1.5,0.5,350.0,2.0,"Tender coconut, Sadya palada, Parippu",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,,,,
395,jiomart_goshudhfreedom_from_adulteration_goshudh_besan_3_kg_1kg_x_3_pack,Goshudh Besan 3 kg (1Kg X 3 Pack),Goshudh-Freedom From Adulteration,essentials,flour,3.0,kg,570.0,jiomart,360.0,70.0,5.0,10.0,15.0,8.0,2.0,50.0,1.0,,,,,,,,,,,,,,,,,,
396,jiomart_ritually_pure_ritually_pure_100_organic_kabuli_chana_chhole_white_chickpeas_500_gm_pack,Ritually Pure 100% Organic| Kabuli Chana | Chhole | White Chickpeas| 500 Gm Pack,Ritually Pure,essentials,pulses,500.0,g,215.0,jiomart,356.0,64.6,1.8,15.4,2.3,0.7,9.6,1.0,0.5,,,,,,,,,,,,,,,,,,
397,jiomart_tata_simply_better_tata_simply_better_groundnut_oil_5l_1l_x_5_cold_pressed,Tata Simply Better Groundnut Oil 5L (1L x 5) Cold Pressed,Tata Simply Better,essentials,oil,5.0,L,2466.0,jiomart,870.0,0.0,0.0,0.0,98.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
398,jiomart_soni_farms_soni_farms_organic_sunflower_oil_cold_pressed_2_litre_1_ltr_x_2,Soni Farms Organic Sunflower Oil | Cold Pressed - 2 Litre (1 ltr X 2),Soni Farms,essentials,oil,2.0,L,630.0,jiomart,,,,,14.0,8.0,0.2,,,,,,,,,,,,,,,,,,,,
399,jiomart_danima_danima_honey_almond_cookies_250_g_pack_of_3,"Danima Honey Almond Cookies, 250 G (Pack of 3)",Danima,snacks,bakery,250.0,g,798.0,jiomart,550.0,70.0,25.0,10.0,20.0,8.0,2.0,200.0,0.5,,,,,,,,,,,,,,,,,,
400,jiomart_balaji_wafers_balaji_tikha_mitha_mixture_500_g,Balaji Tikha Mitha Mixture 500 g,Balaji Wafers,snacks,chips-namkeen,500.0,g,89.0,jiomart,360.0,45.5,7.4,3.2,20.6,10.8,0.5,350.0,1.4,,,,,,,,,,,,,,,,,,
